price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,condition,grade,sqft_above,sqft_basement,yr_built,sqft_living15,sqft_lot15,age,day_of_year,bed_bath_ratio,level_ratio,relative_living_space,relative_lot_size,level_difference
735000.0,3,2.0,1610,3600,2.0,5,8,1610,0.0,1925,2540,6600,35495 days 16:47:18.678841,268,1.5,0.0,-930,-3000,1610.0
858450.0,3,4.25,3840,9751,2.0,3,1,3840,0.0,1998,3230,7189,8832 days 16:47:18.678841,076,0.7058823529411765,0.0,610,2562,3840.0
665000.0,5,2.75,2670,4000,2.0,4,7,1800,870.0,1914,2460,4000,39513 days 16:47:18.678841,127,1.8181818181818181,2.0689655172413794,210,0,930.0
290000.0,3,2.5,2000,7414,2.0,4,7,2000,0.0,1993,2000,7414,10658 days 16:47:18.678841,212,1.2,0.0,0,0,2000.0
250000.0,2,1.0,860,4320,1.0,3,7,860,0.0,1925,980,6000,35495 days 16:47:18.678841,103,2.0,0.0,-120,-1680,860.0
192500.0,3,1.75,1420,7205,1.0,3,7,1420,0.0,1986,1690,7405,13215 days 16:47:18.678841,281,1.7142857142857142,0.0,-270,-200,1420.0
350000.0,4,2.0,2060,13400,1.0,4,8,2060,0.0,1957,1950,10370,23807 days 16:47:18.678841,237,2.0,0.0,110,3030,2060.0
518000.0,4,2.5,2790,9910,2.0,3,8,2790,0.0,2003,2590,9910,7006 days 16:47:18.678841,078,1.6,0.0,200,0,2790.0
563000.0,4,1.0,1410,3376,1.5,5,7,1410,0.0,1911,1040,3600,40609 days 16:47:18.678841,182,4.0,0.0,370,-224,1410.0
375000.0,4,3.0,2420,9566,2.0,3,7,2420,0.0,2003,2420,9135,7006 days 16:47:18.678841,280,1.3333333333333333,0.0,0,431,2420.0
400000.0,3,2.5,1460,1319,3.0,3,8,1460,0.0,2002,1430,1530,7371 days 16:47:18.678841,058,1.2,0.0,30,-211,1460.0
240000.0,5,1.75,2460,16000,1.0,3,7,1230,1230.0,1957,1990,16000,23807 days 16:47:18.678841,302,2.857142857142857,1.0,470,0,0.0
317500.0,2,1.0,1000,5120,1.0,3,6,1000,0.0,1902,1940,4300,43896 days 16:47:18.678841,266,2.0,0.0,-940,820,1000.0
1320000.0,5,4.0,4420,36342,2.0,5,1,2740,1680.0,1982,3720,37034,14676 days 16:47:18.678841,044,1.25,1.630952380952381,700,-692,1060.0
234000.0,3,1.0,1240,239144,1.0,3,6,1240,0.0,1921,1990,109335,36956 days 16:47:18.678841,314,3.0,0.0,-750,129809,1240.0
645000.0,3,2.5,1740,13750,2.0,4,9,1740,0.0,1975,2540,14300,17233 days 16:47:18.678841,133,1.2,0.0,-800,-550,1740.0
649000.0,2,1.0,1280,4840,1.0,3,7,1200,80.0,1908,1860,5500,41705 days 16:47:18.678841,068,2.0,15.0,-580,-660,1120.0
605000.0,4,2.5,2520,3980,2.0,3,8,2520,0.0,2004,2580,3980,6641 days 16:47:18.678841,107,1.6,0.0,-60,0,2520.0
337900.0,3,3.5,1500,1471,3.0,3,7,1500,0.0,1999,1500,1445,8467 days 16:47:18.678841,233,0.8571428571428571,0.0,0,26,1500.0
535000.0,3,2.75,2490,3600,2.0,3,8,2290,200.0,1906,1880,3600,42435 days 16:47:18.678841,036,1.0909090909090908,11.45,610,0,2090.0
325000.0,4,1.0,1530,5684,1.0,3,7,1130,400.0,1957,1540,6095,23807 days 16:47:18.678841,265,4.0,2.825,-10,-411,730.0
429950.0,4,2.25,1740,10875,1.0,3,8,1740,0.0,1967,1680,10701,20155 days 16:47:18.678841,349,1.7777777777777777,0.0,60,174,1740.0
775000.0,3,2.5,3550,32807,2.0,3,9,3550,0.0,1989,3270,35001,12119 days 16:47:18.678841,106,1.2,0.0,280,-2194,3550.0
650000.0,2,1.0,1280,6000,1.0,3,7,1280,0.0,1965,2460,4800,20885 days 16:47:18.678841,212,2.0,0.0,-1180,1200,1280.0
1200000.0,4,2.25,2320,13114,2.0,5,8,2320,0.0,1967,2740,15000,20155 days 16:47:18.678841,121,1.7777777777777777,0.0,-420,-1886,2320.0
275000.0,2,1.0,1140,10404,1.0,3,5,1140,0.0,1935,2200,11550,31843 days 16:47:18.678841,253,2.0,0.0,-1060,-1146,1140.0
575000.0,4,3.5,3930,16970,2.0,3,9,3930,0.0,1997,2740,17219,9197 days 16:47:18.678841,210,1.1428571428571428,0.0,1190,-249,3930.0
540000.0,3,2.5,2370,16455,1.0,5,7,1640,730.0,1959,2170,15551,23077 days 16:47:18.678841,218,1.2,2.2465753424657535,200,904,910.0
640000.0,3,1.75,2340,4206,1.0,5,7,1170,1170.0,1917,1360,4725,38417 days 16:47:18.678841,156,1.7142857142857142,1.0,980,-519,0.0
275000.0,3,1.5,1240,9125,1.0,4,7,1240,0.0,1967,1670,9125,20155 days 16:47:18.678841,266,2.0,0.0,-430,0,1240.0
672800.0,4,2.5,2740,10533,2.0,3,9,2740,0.0,1997,2760,8603,9197 days 16:47:18.678841,205,1.6,0.0,-20,1930,2740.0
495000.0,4,2.25,1940,9144,1.0,4,7,1430,510.0,1956,1460,9437,24173 days 16:47:18.678841,147,1.7777777777777777,2.803921568627451,480,-293,920.0
820000.0,3,2.5,2950,35108,1.5,3,1,2950,0.0,1995,3810,35181,9928 days 16:47:18.678841,269,1.2,0.0,-860,-73,2950.0
475000.0,4,2.75,1980,11443,1.0,5,7,1980,0.0,1952,2080,15700,25634 days 16:47:18.678841,160,1.4545454545454546,0.0,-100,-4257,1980.0
1280000.0,4,2.0,2850,7861,1.0,4,1,1450,1400.0,1970,2810,8087,19059 days 16:47:18.678841,140,2.0,1.0357142857142858,40,-226,50.0
380000.0,3,1.0,1160,9375,1.0,3,7,1160,0.0,1967,1160,9650,20155 days 16:47:18.678841,119,3.0,0.0,0,-275,1160.0
397500.0,3,2.0,2130,8225,1.0,4,8,2130,0.0,1987,2580,8225,12850 days 16:47:18.678841,232,1.5,0.0,-450,0,2130.0
352000.0,5,2.5,2420,8560,1.0,3,7,1620,800.0,1978,2210,7040,16137 days 16:47:18.678841,127,2.0,2.025,210,1520,820.0
893880.0,6,2.5,2820,8600,1.0,5,8,1430,1390.0,1967,2070,8900,20155 days 16:47:18.678841,103,2.4,1.0287769784172662,750,-300,40.0
635000.0,5,3.25,3710,34200,2.0,3,8,2510,1200.0,1986,1720,23100,13215 days 16:47:18.678841,259,1.5384615384615385,2.091666666666667,1990,11100,1310.0
420000.0,3,2.25,1770,8165,2.0,3,7,1770,0.0,1977,1650,8165,16502 days 16:47:18.678841,127,1.3333333333333333,0.0,120,0,1770.0
503000.0,3,2.0,1260,2500,1.0,4,7,750,510.0,1987,1710,5000,12850 days 16:47:18.678841,080,1.5,1.4705882352941178,-450,-2500,240.0
689000.0,2,1.75,2330,10143,1.0,4,7,1220,1110.0,1953,2560,9750,25268 days 16:47:18.678841,252,1.1428571428571428,1.0990990990990992,-230,393,110.0
749500.0,4,2.75,2490,3840,1.5,4,7,1610,880.0,1922,1420,4000,36591 days 16:47:18.678841,245,1.4545454545454546,1.8295454545454546,1070,-160,730.0
1150000.0,6,3.75,4090,49542,2.0,3,9,3100,990.0,1984,2980,43357,13946 days 16:47:18.678841,279,1.6,3.1313131313131315,1110,6185,2110.0
563500.0,4,2.5,2800,12831,2.0,3,8,2800,0.0,2001,2810,10235,7736 days 16:47:18.678841,160,1.6,0.0,-10,2596,2800.0
480000.0,4,3.0,2440,9664,2.0,3,8,1890,550.0,1981,2380,9609,15041 days 16:47:18.678841,181,1.3333333333333333,3.4363636363636365,60,55,1340.0
374950.0,4,3.0,2540,8800,1.0,3,9,1620,920.0,1977,2540,8800,16502 days 16:47:18.678841,112,1.3333333333333333,1.7608695652173914,0,0,700.0
308950.0,3,2.5,1600,6250,2.0,3,7,1600,0.0,1995,1760,6110,9928 days 16:47:18.678841,100,1.2,0.0,-160,140,1600.0
445000.0,4,2.75,2680,16934,1.0,4,7,1340,1340.0,1958,1240,7000,23442 days 16:47:18.678841,260,1.4545454545454546,1.0,1440,9934,0.0
237200.0,3,1.5,1220,9000,1.0,4,7,1220,0.0,1968,1220,9472,19790 days 16:47:18.678841,111,2.0,0.0,0,-472,1220.0
453500.0,3,1.75,1550,7270,1.5,5,7,1550,0.0,1953,1050,7210,25268 days 16:47:18.678841,245,1.7142857142857142,0.0,500,60,1550.0
616500.0,3,2.0,2080,4549,1.0,5,7,1040,1040.0,1954,1620,4549,24903 days 16:47:18.678841,127,1.5,1.0,460,0,0.0
1250000.0,5,5.0,5000,32909,2.0,3,1,5000,0.0,2000,3030,12601,8102 days 16:47:18.678841,218,1.0,0.0,1970,20308,5000.0
396000.0,1,1.0,630,5150,1.0,4,5,630,0.0,1954,1390,5150,24903 days 16:47:18.678841,097,1.0,0.0,-760,0,630.0
210000.0,3,1.0,1070,8179,1.0,3,6,1070,0.0,1949,1050,8177,26729 days 16:47:18.678841,189,3.0,0.0,20,2,1070.0
539000.0,2,1.75,1900,5175,1.0,3,7,1200,700.0,1919,1370,5175,37687 days 16:47:18.678841,274,1.1428571428571428,1.7142857142857142,530,0,500.0
605000.0,3,2.5,2960,18600,2.0,3,8,2960,0.0,1979,2740,15681,15772 days 16:47:18.678841,237,1.2,0.0,220,2919,2960.0
437500.0,3,2.0,1490,4800,2.0,5,6,1490,0.0,1948,1500,4800,27095 days 16:47:18.678841,188,1.5,0.0,-10,0,1490.0
215000.0,3,1.5,1500,15000,1.0,3,7,1500,0.0,1952,1790,13905,25634 days 16:47:18.678841,197,2.0,0.0,-290,1095,1500.0
440000.0,4,2.5,2410,4780,2.0,3,7,2410,0.0,2000,2410,4025,8102 days 16:47:18.678841,169,1.6,0.0,0,755,2410.0
525000.0,3,1.0,2000,22500,1.0,3,7,1680,320.0,1939,2000,10000,30382 days 16:47:18.678841,321,3.0,5.25,0,12500,1360.0
319900.0,3,1.5,1140,20383,1.0,3,7,840,300.0,1985,1200,15625,13580 days 16:47:18.678841,233,2.0,2.8,-60,4758,540.0
335000.0,3,1.0,1120,9075,1.0,3,7,1120,0.0,1977,1120,9705,16502 days 16:47:18.678841,006,3.0,0.0,0,-630,1120.0
485000.0,3,2.25,2900,35273,2.0,3,9,2900,0.0,1986,2510,38487,13215 days 16:47:18.678841,311,1.3333333333333333,0.0,390,-3214,2900.0
359999.0,4,2.25,3220,7700,2.0,4,8,3220,0.0,1976,2570,7700,16868 days 16:47:18.678841,268,1.7777777777777777,0.0,650,0,3220.0
799000.0,5,2.75,2500,19783,1.0,4,8,2500,0.0,1959,1700,15375,23077 days 16:47:18.678841,219,1.8181818181818181,0.0,800,4408,2500.0
280000.0,3,2.25,1610,10454,1.0,3,7,1610,0.0,1977,1720,9583,16502 days 16:47:18.678841,255,1.3333333333333333,0.0,-110,871,1610.0
1050000.0,4,2.75,2250,3433,1.5,3,8,1500,750.0,1927,1970,3484,34765 days 16:47:18.678841,189,1.4545454545454546,2.0,280,-51,750.0
290000.0,1,2.0,1240,4800,2.0,3,6,1240,0.0,1910,1030,4800,40974 days 16:47:18.678841,323,0.5,0.0,210,0,1240.0
235000.0,2,2.25,1660,2748,2.0,3,7,1660,0.0,1995,1620,3167,9928 days 16:47:18.678841,351,0.8888888888888888,0.0,40,-419,1660.0
495000.0,3,1.75,2080,3000,1.0,4,7,1040,1040.0,1925,1000,3193,35495 days 16:47:18.678841,274,1.7142857142857142,1.0,1080,-193,0.0
290000.0,3,2.25,1880,7488,2.0,3,8,1880,0.0,1980,2180,7344,15407 days 16:47:18.678841,055,1.3333333333333333,0.0,-300,144,1880.0
230000.0,4,1.5,1050,9516,1.0,4,7,1050,0.0,1969,1390,9600,19424 days 16:47:18.678841,301,2.6666666666666665,0.0,-340,-84,1050.0
234000.0,3,1.75,1480,8475,1.0,4,7,1480,0.0,1968,1800,8800,19790 days 16:47:18.678841,051,1.7142857142857142,0.0,-320,-325,1480.0
597400.0,4,2.5,2420,4500,2.0,3,7,2420,0.0,2001,2280,4500,7736 days 16:47:18.678841,276,1.6,0.0,140,0,2420.0
370000.0,4,2.5,2190,17600,1.0,4,7,1110,1080.0,1966,1820,17600,20520 days 16:47:18.678841,217,1.6,1.0277777777777777,370,0,30.0
755000.0,4,2.5,2660,10452,2.0,3,9,2660,0.0,1993,2890,9025,10658 days 16:47:18.678841,139,1.6,0.0,-230,1427,2660.0
342000.0,3,2.5,2430,5715,2.0,3,7,2430,0.0,1999,3040,5702,8467 days 16:47:18.678841,093,1.2,0.0,-610,13,2430.0
497000.0,2,1.0,770,3325,1.0,3,7,770,0.0,1918,960,4800,38052 days 16:47:18.678841,209,2.0,0.0,-190,-1475,770.0
835000.0,3,1.0,3060,30166,1.0,5,8,3060,0.0,1959,1880,19602,23077 days 16:47:18.678841,119,3.0,0.0,1180,10564,3060.0
730000.0,4,2.75,2920,4500,2.0,3,9,2920,0.0,1999,2920,4505,8467 days 16:47:18.678841,288,1.4545454545454546,0.0,0,-5,2920.0
655000.0,3,1.0,1370,5250,1.0,3,7,1070,300.0,1939,2410,4200,30382 days 16:47:18.678841,274,3.0,3.566666666666667,-1040,1050,770.0
205000.0,3,2.5,1870,3118,2.0,3,8,1870,0.0,1993,1580,3601,10658 days 16:47:18.678841,324,1.2,0.0,290,-483,1870.0
632750.0,4,2.0,1800,4800,1.5,3,7,1800,0.0,1918,1950,4800,38052 days 16:47:18.678841,097,2.0,0.0,-150,0,1800.0
330000.0,5,3.0,2100,7715,1.0,3,7,1250,850.0,2013,2100,7959,3353 days 16:47:18.678841,132,1.6666666666666667,1.4705882352941178,0,-244,400.0
527500.0,5,2.25,2530,8250,2.0,4,7,2530,0.0,1961,2020,8250,22346 days 16:47:18.678841,280,2.2222222222222223,0.0,510,0,2530.0
716500.0,4,2.5,3290,6465,2.0,3,9,3290,0.0,2002,3100,5929,7371 days 16:47:18.678841,128,1.6,0.0,190,536,3290.0
388500.0,4,2.5,1890,5395,2.0,3,7,1890,0.0,2006,2060,5395,5910 days 16:47:18.678841,351,1.6,0.0,-170,0,1890.0
530000.0,3,1.75,1680,7770,1.0,4,7,1680,0.0,1967,1880,7770,20155 days 16:47:18.678841,247,1.7142857142857142,0.0,-200,0,1680.0
419000.0,3,2.5,2170,4517,2.0,3,8,2170,0.0,2002,2610,4770,7371 days 16:47:18.678841,008,1.2,0.0,-440,-253,2170.0
385000.0,3,1.75,1200,7360,1.0,4,7,1200,0.0,1978,1200,7500,16137 days 16:47:18.678841,068,1.7142857142857142,0.0,0,-140,1200.0
655000.0,4,2.5,2990,5669,2.0,3,8,2990,0.0,2003,3110,5058,7006 days 16:47:18.678841,148,1.6,0.0,-120,611,2990.0
1700000.0,4,2.75,3770,10900,2.0,5,9,3070,700.0,1924,3000,5000,35861 days 16:47:18.678841,182,1.4545454545454546,4.385714285714286,770,5900,2370.0
279000.0,2,1.0,1020,47044,1.0,5,7,1020,0.0,1904,1930,12139,43166 days 16:47:18.678841,269,2.0,0.0,-910,34905,1020.0
262000.0,3,1.5,1700,9579,1.0,4,7,1100,600.0,1962,1700,9628,21981 days 16:47:18.678841,040,2.0,1.8333333333333333,0,-49,500.0
533000.0,4,1.0,1550,4750,1.5,3,7,1550,0.0,1919,1320,4750,37687 days 16:47:18.678841,219,4.0,0.0,230,0,1550.0
640000.0,3,1.75,1680,8100,1.0,3,8,1680,0.0,1950,1880,7750,26364 days 16:47:18.678841,092,1.7142857142857142,0.0,-200,350,1680.0
285000.0,3,2.25,1680,35127,2.0,3,7,1680,0.0,1987,1820,35166,12850 days 16:47:18.678841,160,1.3333333333333333,0.0,-140,-39,1680.0
458400.0,4,2.5,1910,10300,1.0,3,8,1910,0.0,1921,1910,7750,36956 days 16:47:18.678841,189,1.6,0.0,0,2550,1910.0
620000.0,5,3.25,3160,10587,1.0,5,7,2190,970.0,1960,2200,7761,22712 days 16:47:18.678841,077,1.5384615384615385,2.2577319587628866,960,2826,1220.0
465000.0,3,1.5,2020,11358,1.0,4,6,1190,830.0,1956,2370,9520,24173 days 16:47:18.678841,132,2.0,1.4337349397590362,-350,1838,360.0
690000.0,4,3.75,3210,7054,2.0,4,8,3210,0.0,1985,2350,8020,13580 days 16:47:18.678841,216,1.0666666666666667,0.0,860,-966,3210.0
462500.0,3,2.25,2350,51400,1.0,3,7,1390,960.0,1977,2350,51400,16502 days 16:47:18.678841,233,1.3333333333333333,1.4479166666666667,0,0,430.0
369950.0,4,2.5,1910,10221,2.0,3,8,1910,0.0,1994,2210,8705,10293 days 16:47:18.678841,232,1.6,0.0,-300,1516,1910.0
124500.0,2,1.0,840,6480,1.0,4,5,840,0.0,1954,1100,7300,24903 days 16:47:18.678841,085,2.0,0.0,-260,-820,840.0
950000.0,4,2.25,2620,10920,1.0,3,9,2620,0.0,1965,2370,11907,20885 days 16:47:18.678841,218,1.7777777777777777,0.0,250,-987,2620.0
418000.0,4,1.5,1220,10580,1.0,3,7,1220,0.0,1965,1350,7800,20885 days 16:47:18.678841,167,2.6666666666666665,0.0,-130,2780,1220.0
160000.0,3,1.0,1060,8000,1.0,4,6,1060,0.0,1927,1060,4697,34765 days 16:47:18.678841,344,3.0,0.0,0,3303,1060.0
457000.0,4,2.5,2200,10800,1.0,3,8,1500,700.0,1964,2280,10800,21251 days 16:47:18.678841,105,1.6,2.142857142857143,-80,0,800.0
530000.0,2,1.75,2120,7680,1.0,5,6,1130,990.0,1948,1220,7680,27095 days 16:47:18.678841,029,1.1428571428571428,1.1414141414141414,900,0,140.0
385000.0,3,1.0,1250,7300,1.0,4,7,1250,0.0,1956,1540,7400,24173 days 16:47:18.678841,142,3.0,0.0,-290,-100,1250.0
491000.0,3,1.75,1440,7800,1.0,4,7,1440,0.0,1958,1440,7800,23442 days 16:47:18.678841,077,1.7142857142857142,0.0,0,0,1440.0
521000.0,4,2.25,1890,8034,1.0,4,8,1890,0.0,1967,1920,7210,20155 days 16:47:18.678841,232,1.7777777777777777,0.0,-30,824,1890.0
255000.0,3,1.0,1140,8528,1.0,5,7,1140,0.0,1967,1140,8112,20155 days 16:47:18.678841,100,3.0,0.0,0,416,1140.0
292050.0,5,3.0,2840,7199,1.0,3,7,1710,1130.0,2003,2210,10800,7006 days 16:47:18.678841,147,1.6666666666666667,1.5132743362831858,630,-3601,580.0
326000.0,6,3.0,1880,7200,1.0,4,7,1880,0.0,1966,1540,13022,20520 days 16:47:18.678841,140,2.0,0.0,340,-5822,1880.0
300000.0,2,1.0,750,5120,1.0,4,6,750,0.0,1941,930,7200,29651 days 16:47:18.678841,175,2.0,0.0,-180,-2080,750.0
291600.0,3,1.75,1630,7480,1.0,3,7,1330,300.0,1979,1940,7480,15772 days 16:47:18.678841,120,1.7142857142857142,4.433333333333334,-310,0,1030.0
435000.0,5,1.5,1720,12551,1.0,3,7,1720,0.0,1967,1560,12960,20155 days 16:47:18.678841,050,3.3333333333333335,0.0,160,-409,1720.0
465000.0,3,2.5,1600,1311,3.0,3,8,1600,0.0,2005,1390,1321,6275 days 16:47:18.678841,352,1.2,0.0,210,-10,1600.0
200000.0,3,2.25,1230,7420,1.5,5,7,1230,0.0,1913,1260,7556,39878 days 16:47:18.678841,171,1.3333333333333333,0.0,-30,-136,1230.0
238000.0,3,1.5,1610,6132,1.0,4,7,1090,520.0,1959,1650,6132,23077 days 16:47:18.678841,198,2.0,2.0961538461538463,-40,0,570.0
455000.0,4,2.5,1320,7000,1.0,4,7,1320,0.0,1956,1550,8610,24173 days 16:47:18.678841,307,1.6,0.0,-230,-1610,1320.0
808000.0,4,2.25,2190,4104,2.0,5,8,1410,780.0,1928,1990,3860,34400 days 16:47:18.678841,254,1.7777777777777777,1.8076923076923077,200,244,630.0
578500.0,3,1.0,1490,5700,1.5,3,7,1490,0.0,1916,2290,5700,38783 days 16:47:18.678841,351,3.0,0.0,-800,0,1490.0
390000.0,3,2.0,1463,868,3.0,3,7,1463,0.0,2003,1484,4320,7006 days 16:47:18.678841,156,1.5,0.0,-21,-3452,1463.0
517500.0,3,2.5,1800,3933,2.0,3,8,1800,0.0,1989,1800,4659,12119 days 16:47:18.678841,125,1.2,0.0,0,-726,1800.0
755000.0,4,2.75,2880,4000,1.5,3,9,2100,780.0,1912,2110,4000,40244 days 16:47:18.678841,177,1.4545454545454546,2.6923076923076925,770,0,1320.0
579500.0,3,1.75,1250,4120,1.0,4,7,980,270.0,1925,1250,4120,35495 days 16:47:18.678841,303,1.7142857142857142,3.6296296296296298,0,0,710.0
649950.0,3,2.75,1670,1350,3.0,3,9,1350,320.0,2014,1520,4800,2988 days 16:47:18.678841,272,1.0909090909090908,4.21875,150,-3450,1030.0
228000.0,4,1.75,2000,6120,1.0,3,7,1100,900.0,1965,1880,6120,20885 days 16:47:18.678841,128,2.2857142857142856,1.2222222222222223,120,0,200.0
665000.0,4,1.75,2280,3680,1.5,5,7,1470,810.0,1926,1850,3680,35130 days 16:47:18.678841,336,2.2857142857142856,1.8148148148148149,430,0,660.0
689000.0,4,2.5,2110,6069,2.0,3,9,2110,0.0,1999,2180,9000,8467 days 16:47:18.678841,084,1.6,0.0,-70,-2931,2110.0
560000.0,4,2.5,2520,11240,1.0,3,8,1440,1080.0,1977,2360,10345,16502 days 16:47:18.678841,295,1.6,1.3333333333333333,160,895,360.0
529000.0,3,1.0,1590,6420,1.0,3,7,1590,0.0,1944,1780,5900,28556 days 16:47:18.678841,149,3.0,0.0,-190,520,1590.0
375000.0,5,2.5,2100,14858,1.0,5,8,2100,0.0,1970,1980,11730,19059 days 16:47:18.678841,008,2.0,0.0,120,3128,2100.0
325000.0,4,2.75,2090,9240,1.0,4,6,2090,0.0,1949,1460,9240,26729 days 16:47:18.678841,266,1.4545454545454546,0.0,630,0,2090.0
583000.0,4,2.5,3390,10519,2.0,3,1,3390,0.0,1990,2830,10519,11754 days 16:47:18.678841,015,1.6,0.0,560,0,3390.0
330000.0,2,1.0,790,9784,1.0,3,6,790,0.0,1932,2350,10102,32939 days 16:47:18.678841,119,2.0,0.0,-1560,-318,790.0
262000.0,3,2.5,1970,8727,2.0,3,7,1970,0.0,1995,1670,9168,9928 days 16:47:18.678841,107,1.2,0.0,300,-441,1970.0
555000.0,4,2.5,2870,6776,2.0,3,8,2870,0.0,2004,2770,6658,6641 days 16:47:18.678841,072,1.6,0.0,100,118,2870.0
585000.0,2,1.0,1110,6000,1.0,3,7,1010,100.0,1951,1410,3500,25999 days 16:47:18.678841,061,2.0,10.1,-300,2500,910.0
425590.0,3,2.75,1940,3088,2.0,3,8,1770,170.0,2008,1410,2335,5180 days 16:47:18.678841,058,1.0909090909090908,10.411764705882353,530,753,1600.0
235000.0,2,1.0,720,4840,1.0,4,6,720,0.0,1947,1510,4840,27460 days 16:47:18.678841,154,2.0,0.0,-790,0,720.0
362362.0,2,1.0,710,4000,1.0,3,6,710,0.0,1909,960,4000,41339 days 16:47:18.678841,205,2.0,0.0,-250,0,710.0
252000.0,3,2.0,1370,7500,1.0,3,7,1370,0.0,1997,1420,7500,9197 days 16:47:18.678841,035,1.5,0.0,-50,0,1370.0
439000.0,4,2.5,2690,9551,2.0,3,9,2690,0.0,1992,2890,9121,11024 days 16:47:18.678841,358,1.6,0.0,-200,430,2690.0
465000.0,4,2.25,3360,10810,2.0,4,9,3360,0.0,1988,2590,10810,12485 days 16:47:18.678841,224,1.7777777777777777,0.0,770,0,3360.0
249900.0,4,2.0,1500,7854,1.5,3,7,1500,0.0,1983,1500,7334,14311 days 16:47:18.678841,276,2.0,0.0,0,520,1500.0
665000.0,2,2.5,2600,5000,1.0,5,8,1300,1300.0,1926,2260,5000,35130 days 16:47:18.678841,199,0.8,1.0,340,0,0.0
370000.0,3,1.75,1160,8774,1.0,3,7,1160,0.0,1972,1990,7908,18329 days 16:47:18.678841,287,1.7142857142857142,0.0,-830,866,1160.0
620000.0,2,1.0,1430,3000,1.5,3,7,1300,130.0,1929,1750,4000,34034 days 16:47:18.678841,163,2.0,10.0,-320,-1000,1170.0
375000.0,3,1.0,1870,7671,1.0,4,8,1720,150.0,1937,1460,7679,31112 days 16:47:18.678841,205,3.0,11.466666666666667,410,-8,1570.0
552625.0,4,2.0,2560,9390,1.0,5,8,1280,1280.0,1957,1830,8169,23807 days 16:47:18.678841,239,2.0,1.0,730,1221,0.0
315500.0,3,1.0,1160,10500,1.0,4,7,1160,0.0,1966,1520,10500,20520 days 16:47:18.678841,273,3.0,0.0,-360,0,1160.0
620000.0,2,1.75,1680,8187,1.0,4,8,1680,0.0,1983,2390,7801,14311 days 16:47:18.678841,262,1.1428571428571428,0.0,-710,386,1680.0
510000.0,4,2.5,2010,9075,1.0,4,8,1310,700.0,1959,1850,9220,23077 days 16:47:18.678841,329,1.6,1.8714285714285714,160,-145,610.0
652500.0,4,2.5,2540,38677,2.0,3,9,2540,0.0,1987,2560,36280,12850 days 16:47:18.678841,178,1.6,0.0,-20,2397,2540.0
574000.0,4,2.5,3240,22795,2.0,3,8,3240,0.0,1998,2570,29761,8832 days 16:47:18.678841,318,1.6,0.0,670,-6966,3240.0
430000.0,3,2.5,2670,12806,2.0,3,9,2670,0.0,2010,3010,7231,4449 days 16:47:18.678841,055,1.2,0.0,-340,5575,2670.0
390000.0,3,2.0,1080,7236,1.0,5,7,1080,0.0,1947,1120,8008,27460 days 16:47:18.678841,154,1.5,0.0,-40,-772,1080.0
466500.0,3,1.0,1430,3840,1.0,3,7,950,480.0,1945,1430,3840,28190 days 16:47:18.678841,156,3.0,1.9791666666666667,0,0,470.0
315000.0,2,2.25,1290,2436,2.0,3,7,1290,0.0,1984,1360,3088,13946 days 16:47:18.678841,301,0.8888888888888888,0.0,-70,-652,1290.0
220000.0,4,1.5,1240,9600,1.0,3,7,1240,0.0,1971,1240,9592,18694 days 16:47:18.678841,125,2.6666666666666665,0.0,0,8,1240.0
325000.0,3,1.75,1840,17286,1.0,4,7,1440,400.0,1978,1840,14541,16137 days 16:47:18.678841,065,1.7142857142857142,3.6,0,2745,1040.0
365000.0,3,1.0,1120,8443,1.0,3,7,1120,0.0,1953,1450,8433,25268 days 16:47:18.678841,118,3.0,0.0,-330,10,1120.0
356000.0,3,3.5,2100,12384,2.0,3,9,2100,0.0,1980,2400,7776,15407 days 16:47:18.678841,134,0.8571428571428571,0.0,-300,4608,2100.0
380000.0,4,1.75,2030,12518,1.0,3,8,1610,420.0,1950,1650,7872,26364 days 16:47:18.678841,266,2.2857142857142856,3.8333333333333335,380,4646,1190.0
579000.0,4,2.25,2030,8764,2.0,4,8,2030,0.0,1983,1950,8750,14311 days 16:47:18.678841,194,1.7777777777777777,0.0,80,14,2030.0
682000.0,2,1.0,890,5000,1.0,3,7,890,0.0,1943,1680,5000,28921 days 16:47:18.678841,121,2.0,0.0,-790,0,890.0
499000.0,3,1.75,1750,12325,1.0,4,7,1470,280.0,1968,1820,9750,19790 days 16:47:18.678841,167,1.7142857142857142,5.25,-70,2575,1190.0
333760.0,3,1.0,1300,5880,1.0,3,7,1300,0.0,1968,1300,7700,19790 days 16:47:18.678841,113,3.0,0.0,0,-1820,1300.0
745000.0,4,2.5,2650,18903,2.0,3,1,2650,0.0,1994,3270,18843,10293 days 16:47:18.678841,253,1.6,0.0,-620,60,2650.0
380000.0,3,1.75,1750,10870,1.0,5,7,1750,0.0,1968,1230,10868,19790 days 16:47:18.678841,203,1.7142857142857142,0.0,520,2,1750.0
435000.0,3,3.0,1440,1350,3.5,3,8,1440,0.0,2005,1440,1350,6275 days 16:47:18.678841,213,1.0,0.0,0,0,1440.0
520000.0,3,2.75,1700,3264,1.0,3,7,1060,640.0,1919,1880,4080,37687 days 16:47:18.678841,020,1.0909090909090908,1.65625,-180,-816,420.0
965000.0,4,2.5,3920,41206,2.0,4,1,3920,0.0,1988,3780,36562,12485 days 16:47:18.678841,117,1.6,0.0,140,4644,3920.0
